Key,koreana
ulmResourceGyrocopterWheelBlueprintDesc,"[decea3]자이로콥터 바퀴[-]를 만드는 방법에 대한 설명서입니다."
ulmResourceHandleWood,"나무 손잡이"
ulmResourceHandleWoodDesc,"송곳이나 곡괭이, 도끼를 만드는 데 사용됩니다."
ulmResourceHingeBrass,"놋쇠 경첩"
ulmResourceHingeBrassDesc,"단단한 물체 두 개를 연결하기 위한 내구성 있는 경첩으로, 물체와 물체 사이의 회전이 가능합니다."
ulmResourceHingeIron,"철 경첩"
ulmResourceHingeIronDesc,"단단한 물체 두 개를 연결하기 위한 내구성이 뛰어난 철 경첩으로, 물체와 물체 사이의 회전이 가능합니다."
ulmResourceHingeSteel,"강철 경첩"
ulmResourceHingeSteelDesc,"단단한 물체 두 개를 연결하기 위한 내구성이 매우 뛰어난 경첩으로, 물체와 물체 사이의 회전이 가능합니다."
ulmResourceHoney,"벌집"
ulmResourceHoneyDesc,"사용 가능한 꿀을 얻으려면, [decea3]캠프파이어[-]에서 사용해야 합니다."
ulmResourceIngotBrass,"황동 주괴"
ulmResourceIngotBrassDesc,"밀도가 높은 황동 주괴입니다. 이걸로 얼마나 많은 총알을 만들 수 있을까요?"
ulmResourceIngotCopper,"구리 주괴"
ulmResourceIngotCopperDesc,"밀도가 높은 구리 주괴입니다. 전기 구성 요소에 사용되는 공통적인 금속입니다."
ulmResourceIngotCrudeIron,"조악한 철 주괴"
ulmResourceIngotCrudeIronDesc,"조잡한 품질의 철 주괴입니다. 기본적이며 거친 금속 단조에 사용되는 공통적인 금속입니다."
ulmResourceIngotGold,"금 주괴"
ulmResourceIngotGoldDesc,"밀도가 높은 금 주괴입니다."
ulmResourceIngotIron,"철 주괴"
ulmResourceIngotIronDesc,"밀도가 높은 철 주괴이며, 추가 처리과정을 통해 다른 형태로 조형할 수 있습니다."
ulmResourceIngotLead,"납 주괴"
ulmResourceIngotLeadDesc,"밀도가 높은 납 주괴입니다. 가장 좋은 금속 저장 방법은 조각을 녹여 고체인 주괴 상태로 변환하여 장기간 보관하는 것입니다."
ulmResourceIngotSilver,"은 주괴"
ulmResourceIngotSilverDesc,"밀도가 높은 은 주괴입니다."
ulmResourceIngotSteel,"강철 주괴"
ulmResourceIngotSteelDesc,"밀도가 높은 강철 주괴이며, 추가 처리과정을 통해 다른 형태로 조형할 수 있습니다."
ulmResourceIngotTitanium,"티타늄 주괴"
ulmResourceIngotTitaniumDesc,"티타늄 기반 합금 구조물에 사용됩니다."
ulmResourceIngotZinc,"아연 주괴"
ulmResourceIngotZincDesc,"아연 주괴 자체로는 많이 사용되지 않으며, 구리 주괴와 결합하여 황동 주괴를 만드는 데 쓰입니다."
ulmResourceLightBulb,"전구"
ulmResourceLightBulbDesc,"먼지가 많이 쌓였지만 잘 보존되어 있는 전구입니다."
ulmResourceLithiumBattery,"리튬 배터리"
ulmResourceLithiumBatteryDesc,"작은 리튬 배터리 셀 여러 개로 구성된 배터리 팩입니다. 일반적인 납 축전지보다 성능이 좋습니다. 미니바이크의 배터리 부품으로 사용할 수 있습니다."
ulmResourceLithiumBatteryCells,"리튬 배터리 셀"
ulmResourceLithiumBatteryCellsDesc,"작고 컴팩트한 리튬 배터리 셀입니다. 각각 전력은 거의 공급되지 않지만, 더 많은 수를 합치면 납산 배터리를 능가할 수 있습니다. 미니바이크의 대체 배터리로 사용할 수 있습니다."
ulmResourceMetalMesh,"금속 그물망"
ulmResourceMetalMeshDesc,"내구성 좋은 금속 그물망입니다. 방탄 유리 제작을 위한 보강 재료로 사용됩니다."
ulmResourceMinibikeRepairKit,"미니바이크 수리 키트"
ulmResourceMinibikeRepairKitDesc,"미니바이크를 작동하는 상태로 복원하기 위한 모든 부품이 들어있습니다."
ulmResourceMinibikeRepairKitBlueprint,"미니바이크 수리 키트 도면"
ulmResourceMinibikeRepairKitBlueprintDesc,"[decea3]미니바이크 수리 키트[-]를 만드는 방법에 대한 설명서입니다."
ulmResourceMinibikeWheel,"미니바이크 바퀴"
ulmResourceMinibikeWheelDesc,"일반적인 미니바이크 바퀴"
ulmResourceMinibikeWheelBlueprint,"미니바이크 바퀴 도면"
ulmResourceMinibikeWheelBlueprintDesc,"[decea3]미니바이크 바퀴[-]를 만드는 방법에 대한 설명서입니다."
ulmResourceMotorcycleRepairKit,"오토바이 수리 키트"
ulmResourceMotorcycleRepairKitDesc,"오토바이를 작동하는 상태로 복원하기 위한 모든 부품이 들어있습니다."
ulmResourceMotorcycleRepairKitBlueprint,"오토바이 수리 키트 도면"
ulmResourceMotorcycleRepairKitBlueprintDesc,"[decea3]오토바이 수리 키트[-]를 만드는 방법에 대한 설명서입니다."
ulmResourceMotorcycleWheel,"오토바이 바퀴"
ulmResourceMotorcycleWheelDesc,"약탈용 오토바이 바퀴입니다."
ulmResourceMotorcycleWheelBlueprint,"오토바이 바퀴 도면"
ulmResourceMotorcycleWheelBlueprintDesc,"[decea3]오토바이 바퀴[-]를 만드는 방법에 대한 설명서입니다."
ulmResourceNutsAndBolts,"볼트와 너트"
ulmResourceNutsAndBoltsDesc,"다양한 크기의 볼트, 너트, 와셔입니다."
ulmResourceOreCopper,"구리 광석"
ulmResourceOreCopperDesc,"[decea3]구리 광석[-] 덩어리입니다. 원자재 상태에서는 크게 유용하지 않으나, 용광로에서 녹여 [decea3]구리 주괴[-]로 만들어야 합니다."
ulmResourceOreIron,"철 광석"
ulmResourceOreIronDesc,"[decea3]철 광석[-] 덩어리입니다. 원자재 상태에서는 크게 유용하지 않으나, 용광로에서 녹여 [decea3]철 주괴[-]로 만들어야 합니다."
ulmResourceOreLead,"납 광석"
ulmResourceOreLeadDesc,"[decea3]납 광석[-] 덩어리입니다. 원자재 상태에서는 크게 유용하지 않으나, 용광로에서 녹여 [decea3]납 주괴[-]로 만들어야 합니다."
ulmResourceOrePotassiumNitrate,"질산염 광석"
ulmResourceOrePotassiumNitrateDesc,"[decea3]질산칼륨[-]이 풍부한 광석입니다. 원자재 상태에서는 크게 유용하지 않으나, [decea3]절구와 공이[-]에서 빻아 [decea3]질산염 분말[-]을 만들 수 있습니다."
ulmResourceOreStone,"큰 돌덩어리"
ulmResourceOreStoneDesc,"판석이나 조약돌을 만드는데 쓰이는 큰 돌덩어리입니다."
ulmResourceOreSulfur,"유황 광석"
ulmResourceOreSulfurDesc,"[decea3]질산염 광석[-]이 많은 광맥에서 조금 발견할 수 있으며, [decea3]절구와 공이[-]에서 빻아 화약의 재료인 유황 가루를 획득할 수 있습니다."
ulmResourceOreTitanium,"티타늄 광석"
ulmResourceOreTitaniumDesc,"[decea3]티타늄 광석[-] 덩어리입니다. 원자재 상태에서는 크게 유용하지 않으나, 용광로에서 녹여 [decea3]티타늄 주괴[-]로 만들어야 합니다."
ulmResourceOreZinc,"아연 광석"
ulmResourceOreZincDesc,"[decea3]아연 광석[-] 덩어리입니다. 원자재 상태에서는 크게 유용하지 않으나, 용광로에서 녹여 [decea3]아연 주괴[-]로 만들어야 합니다."
ulmResourcePartsSMG,"SMG 부품"
ulmResourcePartsSMGDesc,"한때는 SMG였던 것입니다."
ulmResourcePlank,"나무 판자"
ulmResourcePlankDesc,"목공과 관련된 대부분의 제작법에 사용됩니다. 작업대에서 원형 톱으로 작업하면 효율이 더 좋습니다."
ulmResourcePoliceLights,"경광등"
ulmResourcePoliceLightsDesc,"중형 순찰차에 부착하여 업그레이드 할 수 있습니다."
ulmResourcePrimitiveRepairKit,"원시적인 수리 키트"
ulmResourcePrimitiveRepairKitDesc,"가장 기본적이고 원시적인 석재 또는 목재 도구를 수리하기 위한 모든 필수 부품이 들어있습니다."
ulmResourceRebarIron,"철근"
ulmResourceRebarIronDesc,"철근 프레임 및 철근을 이용한 건설에 사용됩니다. 다른 사용처도 있습니다."
ulmResourceRebarSteel,"강철 합금 철근"
ulmResourceRebarSteelDesc,"철근을 이용한 건설에 사용됩니다."
ulmResourceRebarTitanium,"티타늄 합금 철근"
ulmResourceRebarTitaniumDesc,"고급 아이템과 블록의 재료로 사용됩니다."
ulmResourceResearch,"연구 자료"
ulmResourceResearchDesc,"값진 연구 자료 묶음입니다. 충분한 데이터가 수집되면, [decea3]연구소[-]에서 새 도면을 연구할 수 있습니다."
ulmResourceResin,"송진"
ulmResourceResinDesc,"나무에서 채취할 수 있는 점성이 높은 물질입니다. 유기 화합물과 종종 혼합해서 사용합니다. 많은 식물 중에서도 나무에 손상을 입히면 송진을 얻을 수 있습니다."
ulmResourceRope,"밧줄"
ulmResourceRopeDesc,"섬유 조각들을 꼬아서 만든 밧줄입니다. 원 재료인 섬유보다는 당연히 튼튼합니다."
ulmResourceScrapCopper,"구리 조각"
ulmResourceScrapCopperDesc,"주로 동관이나 동전선을 만드는 데 사용됩니다."
ulmResourceScrapLeather,"가죽 조각"
ulmResourceScrapLeatherDesc,"가죽 갑옷을 수리하는 데 사용됩니다. [decea3]50[-]의 내구도를 수리합니다."
ulmResourceScrapOrganic,"유기성 폐기물"
ulmResourceScrapOrganicDesc,"토양 경작을 위한 비료를 만드는 데 사용되는 유기 물질의 혼합 물질입니다."
ulmResourceScrapPlank,"부서진 나무 판자"
ulmResourceScrapPlankDesc,"부서진 나무 판자 조각입니다. 비슷한 조각을 찾으면 접착제로 붙일 수 있을지도 모릅니다."
ulmResourceScrapRubber,"고무 조각"
ulmResourceScrapRubberDesc,"고무 조각은 고무 바퀴를 만들거나 기타 제작에 이용됩니다."
ulmResourceScrapSteel,"강철 조각"
ulmResourceScrapSteelDesc,"여기저기서 주워온 강철 조각입니다. 주로 강철제 아이템을 분해하여 얻을 수 있습니다."
ulmResourceScrapTitanium,"티타늄 조각"
ulmResourceScrapTitaniumDesc,"티타늄 합금 구성에 사용됩니다."
ulmResourceScrapWires,"전선 조각"
ulmResourceScrapWiresDesc,"대부분의 전자제품 사이에서 전류를 전달하기 위해 사용되는 부품입니다."
ulmResourceScrapWood,"나무 조각"
ulmResourceScrapWoodDesc,"나무, 가지, 벌목 잔여물, 그루터기, 뿌리, 목재 폐기물 등 큰 나무 조각을 자르거나 쪼개서 형성된 작거나 적당한 크기의 나무 조각들입니다."
ulmResourceStonePowder,"돌 가루"
ulmResourceStonePowderDesc,"돌을 곱게 갈은 것입니다."
ulmResourceSulfurPowder,"유황 가루"
ulmResourceSulfurPowderDesc,"주로 유황 광석을 분해하여 얻을 수 있으며, 화약을 만드는 데 사용됩니다."
ulmResourceTreeRepairKit,"목재 수리 키트"
ulmResourceTreeRepairKitDesc,"목재 제품을 수리하는 데 필요한 모든 재료가 들어 있습니다."
ulmResourceTruckRepairKit,"트럭 수리 키트"
ulmResourceTruckRepairKitDesc,"트럭을 작동하는 상태로 복원하기 위한 모든 부품이 들어있습니다."
ulmResourceTruckRepairKitBlueprint,"트럭 수리 키트 도면"
ulmResourceTruckRepairKitBlueprintDesc,"[decea3]트럭 수리 키트[-]를 만드는 방법에 대한 설명서입니다."
ulmResourceTruckWheel,"트럭 바퀴"
ulmResourceTruckWheelDesc,"일반적인 트럭 바퀴입니다."
ulmResourceTruckWheelBlueprint,"트럭 바퀴 도면"
ulmResourceTruckWheelBlueprintDesc,"[decea3]트럭 바퀴[-]를 만드는 방법에 대한 설명서입니다."
ulmResourceLumber,"목재"
ulmResourceLumberDesc,"나무 판자나 장작 등으로 사용할 수 있습니다."
ulmBookSniperRifles,"저격용 소총 스킬 책"
ulmBookSniperRiflesDesc,"이 스킬 책을 읽으면 [decea3]저격용 소총[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookArchery,"활과 석궁 스킬 책"
ulmBookArcheryDesc,"이 스킬 책을 읽으면 [decea3]활과 석궁[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookSpears,"창 스킬 책"
ulmBookSpearsDesc,"이 스킬 책을 읽으면 [decea3]창[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookLockPicking,"자물쇠 따기 스킬 책"
ulmBookLockPickingDesc,"이 스킬 책을 읽으면 [decea3]자물쇠 따기[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookLooting,"아이템 획득 스킬 책"
ulmBookLootingDesc,"이 스킬 책을 읽으면 [decea3]아이템 획득[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookButcher,"동물 수확 스킬 책"
ulmBookButcherDesc,"이 스킬 책을 읽으면 [decea3]동물 수확[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookAssaultRifles,"기관총 스킬 책"
ulmBookAssaultRiflesDesc,"이 스킬 책을 읽으면 [decea3]기관총[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookClubs,"곤봉 스킬 책"
ulmBookClubsDesc,"이 스킬 책을 읽으면 [decea3]곤봉[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookSledgehammers,"슬레지 해머 스킬 책"
ulmBookSledgehammersDesc,"이 스킬 책을 읽으면 [decea3]슬레지 해머[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookAxes,"벌목 도구 스킬 책"
ulmBookAxesDesc,"이 스킬 책을 읽으면 [decea3]벌목 도구[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookShovels,"발굴 도구 스킬 책"
ulmBookShovelsDesc,"이 스킬 책을 읽으면 [decea3]발굴 도구[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookMining,"채광 도구 스킬 책"
ulmBookMiningDesc,"이 스킬 책을 읽으면 [decea3]채광 도구[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookShotguns,"샷건 스킬 책"
ulmBookShotgunsDesc,"이 스킬 책을 읽으면 [decea3]샷건[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookBrawler,"술집 주먹 싸움 스킬 책"
ulmBookBrawlerDesc,"이 스킬 책을 읽으면 [decea3]술집 주먹 싸움[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookResistHeat,"더위 저항 스킬 책"
ulmBookResistHeatDesc,"이 스킬 책을 읽으면 [decea3]더위 저항[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookResistCold,"추위 저항 스킬 책"
ulmBookResistColdDesc,"이 스킬 책을 읽으면 [decea3]추위 저항[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookResistPain,"고통 저항 스킬 책"
ulmBookResistPainDesc,"이 스킬 책을 읽으면 [decea3]추위 저항[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookHealing,"회복 스킬 책"
ulmBookHealingDesc,"이 스킬 책을 읽으면 [decea3]회복[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookHandguns,"권총 스킬 책"
ulmBookHandgunsDesc,"이 스킬 책을 읽으면 [decea3]권총[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookBlades,"검과 단검 스킬 책"
ulmBookBladesDesc,"이 스킬 책을 읽으면 [decea3]검과 단검[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookAthletics,"육상 스킬 책"
ulmBookAthleticsDesc,"이 스킬 책을 읽으면 [decea3]육상[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookSneaking,"은신 스킬 책"
ulmBookSneakingDesc,"이 스킬 책을 읽으면 [decea3]은신[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookAssasin,"암살 스킬 책"
ulmBookAssasinDesc,"이 스킬 책을 읽으면 [decea3]암살[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookSubmachineGuns,"기관단총 스킬 책"
ulmBookSubmachineGunsDesc,"이 스킬 책을 읽으면 [decea3]기관단총[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookShockers,"진압봉 스킬 책"
ulmBookShockersDesc,"이 스킬 책을 읽으면 [decea3]진압봉[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookTrading,"거래 스킬 책"
ulmBookTradingDesc,"이 스킬 책을 읽으면 [decea3]거래[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookQuesting,"퀘스트 스킬 책"
ulmBookQuestingDesc,"이 스킬 책을 읽으면 [decea3]퀘스트[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookSalvaging,"분해 도구 스킬 책"
ulmBookSalvagingDesc,"이 스킬 책을 읽으면 [decea3]분해 도구[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmBookStrength,"역도 스킬 책"
ulmBookStrengthDesc,"이 스킬 책을 읽으면 [decea3]역도[-] 액션 스킬을 [decea3]1[-] 올려줍니다."
ulmToolBerserkerDrill,"발키리 드릴"
ulmToolBerserkerDrillDesc,"광석과 아스팔트에 [decea3]+200%[-] 추가 데미지를 주며 흙에 [decea3]+120%[-] 추가 데미지를 줍니다."
ulmToolBerserkerDrillBlueprint,"발키리 드릴 도면"
ulmToolBerserkerDrillBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmToolBoneSaw,"뼈 톱"
ulmToolBoneSawDesc,"동물의 시체를 더 작은 파편으로 자르도록 설계된 조잡한 뼈 톱입니다."
ulmMeleeAxeCarpenters,"목수의 도끼"
ulmMeleeAxeCarpentersDesc,"나무에 [decea3]+200%[-] 추가 데미지를 줍니다."
ulmToolFryingPan,"프라이팬"
ulmToolFryingPanDesc,"낡은 프라이팬입니다. 무기로 사용하기에는 꽤 무겁고 균형이 잡히지 않았지만, 만약 이게 유일하게 사용 가능한 것이라면, 당신의 생명을 구할 지도 모릅니다."
ulmToolHammerWood,"나무 망치"
ulmToolHammerWoodDesc,"목공 작업의 가장 기본이 되는 나무 망치입니다. 블록을 수리하거나 강화하는 데 사용할 수 있습니다."
ulmToolJackhammer,"착암기"
ulmToolJackhammerDesc,"광석과 아스팔트에 [decea3]+200%[-] 추가 데미지를 줍니다. 바위나 콘크리트를 향해 사용하면 단 몇 초 만에 부숴버릴 수 있습니다!"
ulmToolJackhammerBlueprint,"착암기 도면"
ulmToolJackhammerBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmToolMoldBrick,"벽돌 금형"
ulmToolMoldBrickDesc,"진흙을 벽돌로 만들기 위한 틀입니다."
ulmToolMoldGlass,"판 금형"
ulmToolMoldGlassDesc,"액체 형태의 모래, 유리나 금속을 고체 판으로 굳히는 틀입니다."
ulmToolMoldIngot,"주괴 금형"
ulmToolMoldIngotDesc,"액체 금속이 주괴로 응고되는 틀입니다."
ulmToolPickaxeIceBreaker,"피켈"
ulmToolPickaxeIceBreakerDesc,"광석과 아스팔트에 [decea3]+100%[-] 추가 데미지를 줍니다. 일반적으로 이 도구는 얼음을 깨는 데 사용하지만, 아마도 바위나 광석을 채굴하는 데도 사용할 수 있을 것입니다."
ulmToolPickaxeScrapIron,"고철 곡괭이"
ulmToolPickaxeScrapIronDesc,"광석과 아스팔트에 [decea3]+100%[-] 추가 데미지를 줍니다. 끝이 뾰족한 고철 조각을 모아 조잡한 곡괭이 모양으로 만들었으나 내구성이 의심스럽습니다."
ulmToolPickaxeStone,"돌 곡괭이"
ulmToolPickaxeStoneDesc,"광석과 아스팔트에 [decea3]+100%[-] 추가 데미지를 줍니다. 돌을 돌로 후려치는 것은 비논리적으로 보일 수도 있지만, 난폭한 힘과 약간의 운으로 여러분은 이 원시적인 채굴 도구로 몇몇 바위들을 채굴할 수 있을지도 모릅니다."
ulmToolPickaxeTitanium,"티타늄 곡괭이"
ulmToolPickaxeTitaniumDesc,"광석과 아스팔트에 [decea3]+100%[-] 추가 데미지를 줍니다. 매우 튼튼한 티타늄으로 만들어져 돌을 부수거나 광물을 채굴하기에는 최고의 도구입니다."
ulmToolPickaxeTitaniumBlueprint,"티타늄 곡괭이 도면"
ulmToolPickaxeTitaniumBlueprintDesc,"새로운 제작 도면을 배울 수 있습니다. 이미 알고 있는 경우 사용 시 XP를 제공합니다."
ulmToolSaw,"톱"
ulmToolSawDesc,"나무를 자르기도 힘들어 보이지만, 쓸모는 있어 보입니다."
ulmToolShovelScrapIron,"고철 삽"
ulmToolShovelScrapIronDesc,"다양한 고철 조각으로 조립되었습니다. 나무 막대에 밧줄로 묶인 돌 쪼가리보다는 좋은 성능입니다."
ulmToolShovelTitanium,"티타늄 삽"
ulmToolShovelTitaniumDesc,"흙, 모래 또는 눈을 통해 땅을 파는 데는 사치스러운 도구입니다."
ulmQualityUnlocksGroupDesc,"이 카테고리 아이템의 기술과 품질 향상을 위한 연구 자료 묶음입니다.\n\n[decea3]사용 전에 꼭 이전 티어의 연구를 완료해야 합니다![-]"
ulmDebuffEncumbered,"과적"
ulmDebuffEncumberedDesc,"몸과 장비가 감당할 수 있는 무게보다 더 많이 들고 있습니다. 과적 상태인 동안 이동 속도와 점프력이 줄어들며, 더 많이 들수록 더 느려집니다. 너무 몸을 혹사 시키면 장기적인 문제가 생길 수 있으니 조심하세요."
ulmBuffHercules,"헤라클레스"
ulmBuffHerculesDesc,"신체 능력이 향상되어 [decea3]200[-]만큼의 무게를 더 들 수 있습니다.\n[decea3]스테로이드[-] 효과와 중첩될 수 있습니다."
ulmBuffHoldHeavyWeapon,"중화기"
ulmBuffHoldHeavyWeaponDesc,"중화기를 들고 있어 이동 속도와 점프력이 [decea3]25%[-] 감소합니다."
ulmBuffHoldMovementSpeed10,"이동 속도 증가"
ulmBuffHoldMovementSpeed10Desc,"요나의 무기를 들고 있어 걷고 뛰는 속도가 [decea3]10%[-] 증가합니다."
ulmBuffArmorDamagedHead,"손상된 투구"
ulmBuffArmorDamagedHeadDesc,"[decea3]투구[-]가 손상되었습니다."
ulmBuffArmorDamagedChest,"손상된 가슴 방어구"
ulmBuffArmorDamagedChestDesc,"[decea3]가슴 방어구[-]가 손상되었습니다."
ulmBuffArmorDamagedHands,"손상된 장갑"
ulmBuffArmorDamagedHandsDesc,"[decea3]장갑[-]이 손상되었습니다."
ulmBuffArmorDamagedLegs,"손상된 다리 갑옷"
ulmBuffArmorDamagedLegsDesc,"[decea3]다리 갑옷[-]이 손상되었습니다."
ulmBuffArmorDamagedFeet,"손상된 부츠"
ulmBuffArmorDamagedFeetDesc,"[decea3]부츠[-]가 손상되었습니다."
ulmBuffArmorBrokenHead,"부서진 투구"
ulmBuffArmorBrokenHeadDesc,"[decea3]투구[-]가 부서졌습니다."
ulmBuffArmorBrokenChest,"부서진 가슴 방어구"
ulmBuffArmorBrokenChestDesc,"[decea3]가슴 방어구[-]가 부서졌습니다."
ulmBuffArmorBrokenHands,"부서진 장갑"
ulmBuffArmorBrokenHandsDesc,"[decea3]장갑[-]이 부서졌습니다."
ulmBuffArmorBrokenLegs,"부서진 다리 갑옷"
ulmBuffArmorBrokenLegsDesc,"[decea3]다리 갑옷[-]이 부서졌습니다."
ulmBuffArmorBrokenFeet,"부서진 부츠"
ulmBuffArmorBrokenFeetDesc,"[decea3]부츠[-]가 부서졌습니다."
attbooks,"수집품"
skillCombatPerksName,"전투"
skillAgilityAthleticsName,"육상"
skillAgilityStealthName,"은신"
skillIntellectInfluenceName,"영향력"
skillIntellectCraftsmanshipName,"수집"
ulm_AttAttributes,"진척도"
ulm_AttAttributesDesc,"\n\n\n\n\n\n\n\n\n\n\n오른쪽의 스킬 중 하나를 선택해 세부 정보를 확인하십시오."
ulm_skill_placeholder,"스킬 사용 불가"
ulmAttributes,"스킬"
attActionSkills,"액션 스킬"
ulmBooks,"수집품"
reqSkillPoints1,"1 스킬 포인트"
reqSkillPoints2,"2 스킬 포인트"
reqSkillPoints3,"3 스킬 포인트"
actionPerkTipExp,"경험치"
actionPerkTipExpLong,"현재 경험치"
actionPerkTipExpNext,"다음 경험치"
actionPerkTipExpNextLong,"레벨 업까지 남은 경험치"
actionSkillDeathPenalty,"기억 상실을 겪어 일부 [decea3]액션 스킬[-]의 레벨이 1 다운되었습니다."
attPerceptionName,"통찰력"
attPerceptionDesc,"[decea3]통찰력[-] 스킬을 빨리 배울 수 있게 해주고, 다음 무기에 추가 헤드샷 데미지와 사지 절단 확률을 부여합니다.\n [decea3]사냥용 소총[-], [decea3]저격용 소총[-], [decea3]활[-], [decea3]석궁[-], [decea3]창[-]"
attPerceptionDesc01,"스킬 경험치 [decea3]+10%[-]\n헤드샷 데미지 [decea3]+5%[-]\n사지 절단 확률 [decea3]+2.5%[-]"
attPerceptionDesc02,"스킬 경험치 [decea3]+20%[-]\n헤드샷 데미지 [decea3]+10%[-]\n사지 절단 확률 [decea3]+5%[-]"
attPerceptionDesc03,"스킬 경험치 [decea3]+30%[-]\n헤드샷 데미지 [decea3]+15%[-]\n사지 절단 확률 [decea3]+7.5%[-]"
attPerceptionDesc04,"스킬 경험치 [decea3]+40%[-]\n헤드샷 데미지 [decea3]+20%[-]\n사지 절단 확률 [decea3]+10%[-]"
attPerceptionDesc05,"스킬 경험치 [decea3]+50%[-]\n헤드샷 데미지 [decea3]+25%[-]\n사지 절단 확률 [decea3]+12.5%[-]"
attPerceptionDesc06,"스킬 경험치 [decea3]+60%[-]\n헤드샷 데미지 [decea3]+30%[-]\n사지 절단 확률 [decea3]+15%[-]"
attPerceptionDesc07,"스킬 경험치 [decea3]+70%[-]\n헤드샷 데미지 [decea3]+35%[-]\n사지 절단 확률 [decea3]+17.5%[-]"
attPerceptionDesc08,"스킬 경험치 [decea3]+80%[-]\n헤드샷 데미지 [decea3]+40%[-]\n사지 절단 확률 [decea3]+20%[-]"
attPerceptionDesc09,"스킬 경험치 [decea3]+90%[-]\n헤드샷 데미지 [decea3]+45%[-]\n사지 절단 확률 [decea3]+22.5%[-]"
attPerceptionDesc10,"스킬 경험치 [decea3]+100%[-]\n헤드샷 데미지 [decea3]+50%[-]\n사지 절단 확률 [decea3]+25%[-]"
skillPerceptionGeneralName,"사냥"
skillPerceptionScavengingName,"약탈"
perkDeadEye1,"사냥용 소총과 저격용 소총에 [decea3]5%[-] 추가 데미지와 조준 속도 향상, 재장전 속도가 [decea3]4%[-] 향상됨."
perkDeadEye2,"사냥용 소총과 저격용 소총에 [decea3]10%[-] 추가 데미지와 조준 속도 향상, 재장전 속도가 [decea3]8%[-] 향상됨."
perkDeadEye3,"사냥용 소총과 저격용 소총에 [decea3]15%[-] 추가 데미지와 조준 속도 향상, 재장전 속도가 [decea3]12%[-] 향상됨. 조준 시 스태미너 소모 [decea3]10%[-] 감소, 연속 처치 시 최대 [decea3]30%[-] 추가 데미지."
perkDeadEye4,"사냥용 소총과 저격용 소총에 [decea3]20%[-] 추가 데미지와 조준 속도 향상, 재장전 속도가 [decea3]16%[-] 향상됨. 조준 시 스태미너 소모 [decea3]20%[-] 감소, 연속 처치 시 최대 [decea3]40%[-] 추가 데미지."
perkDeadEye5,"사냥용 소총과 저격용 소총에 [decea3]25%[-] 추가 데미지와 조준 속도 향상, 재장전 속도가 [decea3]20%[-] 향상됨. 조준 시 스태미너 소모 [decea3]30%[-] 감소, 연속 처치 시 최대 [decea3]50%[-] 추가 데미지."
perkArchery1,"활과 석궁에 [decea3]5%[-] 더 좋은 데미지, 조준 속도 향상, 당기는 힘과 재장전 속도가 향상됨."
perkArchery2,"활과 석궁에 [decea3]10%[-] 더 좋은 데미지, 조준 속도 향상, 당기는 힘과 재장전 속도가 향상됨."
perkArchery3,"활과 석궁에 [decea3]15%[-] 더 좋은 데미지, 조준 속도 향상, 당기는 힘과 재장전 속도가 향상됨."
perkArchery4,"활과 석궁에 [decea3]20%[-] 더 좋은 데미지, 조준 속도 향상, 당기는 힘과 재장전 속도가 향상됨."
perkArchery5,"활과 석궁에 [decea3]25%[-] 더 좋은 데미지, 조준 속도 향상, 당기는 힘과 재장전 속도가 향상됨."
